NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GO_HYDROLASE_ACTIVITY_HYDROLYZING_N_GLYCOSYL_COMPOUNDS	GO_HYDROLASE_ACTIVITY_HYDROLYZING_N_GLYCOSYL_COMPOUNDS		22	0.2725595	0.88443196	0.6603774	0.80075276	1.0	2799	tags=23%, list=14%, signal=26%	
GO_CAMP_BINDING	GO_CAMP_BINDING		22	0.3345187	0.8836502	0.6300578	0.80006886	1.0	3749	tags=27%, list=18%, signal=33%	
GO_CARBOXY_LYASE_ACTIVITY	GO_CARBOXY_LYASE_ACTIVITY		32	0.29317197	0.88001627	0.6268382	0.8049439	1.0	4560	tags=31%, list=22%, signal=40%	
GO_SH3_DOMAIN_BINDING	GO_SH3_DOMAIN_BINDING		112	0.19577426	0.87234896	0.74375	0.8168335	1.0	3407	tags=18%, list=17%, signal=21%	
GO_ALPHA_TUBULIN_BINDING	GO_ALPHA_TUBULIN_BINDING		24	0.3172421	0.8709443	0.6422594	0.817161	1.0	2942	tags=21%, list=14%, signal=24%	
GO_PEPTIDASE_INHIBITOR_ACTIVITY	GO_PEPTIDASE_INHIBITOR_ACTIVITY		162	0.25653693	0.8708786	0.7513812	0.81512487	1.0	4010	tags=20%, list=20%, signal=25%	
GO_AMIDE_BINDING	GO_AMIDE_BINDING		229	0.20104957	0.8669872	0.8113208	0.82014734	1.0	3899	tags=19%, list=19%, signal=23%	
GO_LIPOPOLYSACCHARIDE_BINDING	GO_LIPOPOLYSACCHARIDE_BINDING		20	0.32184678	0.8578156	0.7649326	0.83418775	1.0	1624	tags=15%, list=8%, signal=16%	
GO_ENDORIBONUCLEASE_ACTIVITY_PRODUCING_5_PHOSPHOMONOESTERS	GO_ENDORIBONUCLEASE_ACTIVITY_PRODUCING_5_PHOSPHOMONOESTERS		25	0.36593974	0.8570528	0.6539197	0.83331126	1.0	5435	tags=40%, list=27%, signal=55%	
GO_KINASE_ACTIVATOR_ACTIVITY	GO_KINASE_ACTIVATOR_ACTIVITY		56	0.20846625	0.8549813	0.7520161	0.8350793	1.0	5067	tags=30%, list=25%, signal=40%	
GO_TRANSFERASE_ACTIVITY_TRANSFERRING_HEXOSYL_GROUPS	GO_TRANSFERASE_ACTIVITY_TRANSFERRING_HEXOSYL_GROUPS		169	0.20234074	0.8546817	0.7956349	0.833352	1.0	3758	tags=20%, list=18%, signal=24%	
GO_IRON_ION_BINDING	GO_IRON_ION_BINDING		140	0.21254285	0.8541857	0.7591093	0.8319944	1.0	2905	tags=15%, list=14%, signal=17%	
GO_LYSOPHOSPHOLIPASE_ACTIVITY	GO_LYSOPHOSPHOLIPASE_ACTIVITY		19	0.3518236	0.85253567	0.6719057	0.83275443	1.0	292	tags=11%, list=1%, signal=11%	
GO_SIGNALING_ADAPTOR_ACTIVITY	GO_SIGNALING_ADAPTOR_ACTIVITY		73	0.23797162	0.8480329	0.699187	0.83824867	1.0	2780	tags=19%, list=14%, signal=22%	
GO_SULFUR_COMPOUND_BINDING	GO_SULFUR_COMPOUND_BINDING		220	0.24918005	0.8478895	0.7641509	0.83632255	1.0	4583	tags=27%, list=23%, signal=35%	
GO_TRANSCRIPTIONAL_REPRESSOR_ACTIVITY_RNA_POLYMERASE_II_ACTIVATING_TRANSCRIPTION_FACTOR_BINDING	GO_TRANSCRIPTIONAL_REPRESSOR_ACTIVITY_RNA_POLYMERASE_II_ACTIVATING_TRANSCRIPTION_FACTOR_BINDING		50	0.22568253	0.84724855	0.6699801	0.83527166	1.0	3136	tags=20%, list=15%, signal=24%	
GO_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT	GO_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT		72	0.25430855	0.84584326	0.6805556	0.8355155	1.0	3863	tags=19%, list=19%, signal=24%	
GO_SCAFFOLD_PROTEIN_BINDING	GO_SCAFFOLD_PROTEIN_BINDING		44	0.26054296	0.84407705	0.7968128	0.83653843	1.0	2245	tags=18%, list=11%, signal=20%	
GO_RNA_POLYMERASE_II_TRANSCRIPTION_COACTIVATOR_ACTIVITY	GO_RNA_POLYMERASE_II_TRANSCRIPTION_COACTIVATOR_ACTIVITY		33	0.24700333	0.8429346	0.6916996	0.8362959	1.0	4907	tags=33%, list=24%, signal=44%	
GO_ADENYLYLTRANSFERASE_ACTIVITY	GO_ADENYLYLTRANSFERASE_ACTIVITY		23	0.33356765	0.8414851	0.6732673	0.8366295	1.0	4611	tags=39%, list=23%, signal=51%	
GO_CARBOXYLIC_ESTER_HYDROLASE_ACTIVITY	GO_CARBOXYLIC_ESTER_HYDROLASE_ACTIVITY		123	0.2382928	0.83691233	0.85333335	0.8425489	1.0	840	tags=9%, list=4%, signal=9%	
GO_CARBOHYDRATE_BINDING	GO_CARBOHYDRATE_BINDING		234	0.22580367	0.8331466	0.8134328	0.84666973	1.0	3725	tags=19%, list=18%, signal=23%	
GO_G_PROTEIN_ALPHA_SUBUNIT_BINDING	GO_G_PROTEIN_ALPHA_SUBUNIT_BINDING		21	0.29783192	0.83303523	0.6990099	0.84468323	1.0	4334	tags=33%, list=21%, signal=42%	
GO_CALCIUM_ACTIVATED_POTASSIUM_CHANNEL_ACTIVITY	GO_CALCIUM_ACTIVATED_POTASSIUM_CHANNEL_ACTIVITY		16	0.28588274	0.832711	0.71747965	0.8430269	1.0	3363	tags=25%, list=17%, signal=30%	
GO_RRNA_BINDING	GO_RRNA_BINDING		49	0.30491626	0.8280945	0.6766917	0.84866333	1.0	2893	tags=20%, list=14%, signal=24%	
GO_ALDEHYDE_DEHYDROGENASE_NAD_ACTIVITY	GO_ALDEHYDE_DEHYDROGENASE_NAD_ACTIVITY		18	0.32504517	0.82802397	0.7024952	0.84660494	1.0	5795	tags=50%, list=28%, signal=70%	
GO_MYOSIN_BINDING	GO_MYOSIN_BINDING		58	0.24406144	0.8274917	0.79452056	0.8452687	1.0	2526	tags=16%, list=12%, signal=18%	
GO_TRIGLYCERIDE_LIPASE_ACTIVITY	GO_TRIGLYCERIDE_LIPASE_ACTIVITY		19	0.3560353	0.82662416	0.76647836	0.84454834	1.0	530	tags=11%, list=3%, signal=11%	
GO_ENDONUCLEASE_ACTIVITY_ACTIVE_WITH_EITHER_RIBO_OR_DEOXYRIBONUCLEIC_ACIDS_AND_PRODUCING_3_PHOSPHOMONOESTERS	GO_ENDONUCLEASE_ACTIVITY_ACTIVE_WITH_EITHER_RIBO_OR_DEOXYRIBONUCLEIC_ACIDS_AND_PRODUCING_3_PHOSPHOMONOESTERS		15	0.32516116	0.8235997	0.6921642	0.8475233	1.0	29	tags=7%, list=0%, signal=7%	
GO_MYOSIN_V_BINDING	GO_MYOSIN_V_BINDING		17	0.28671977	0.8204476	0.7221135	0.8504316	1.0	2526	tags=18%, list=12%, signal=20%	
GO_UDP_GLYCOSYLTRANSFERASE_ACTIVITY	GO_UDP_GLYCOSYLTRANSFERASE_ACTIVITY		112	0.21538284	0.8193072	0.8793456	0.85035014	1.0	3758	tags=22%, list=18%, signal=27%	
GO_ALPHA_ACTININ_BINDING	GO_ALPHA_ACTININ_BINDING		20	0.33560112	0.81762093	0.7046843	0.8511509	1.0	3047	tags=20%, list=15%, signal=23%	
GO_NUCLEOBASE_CONTAINING_COMPOUND_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_NUCLEOBASE_CONTAINING_COMPOUND_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		30	0.23826464	0.8169026	0.7518797	0.8501691	1.0	3152	tags=20%, list=15%, signal=24%	
GO_RECEPTOR_SIGNALING_COMPLEX_SCAFFOLD_ACTIVITY	GO_RECEPTOR_SIGNALING_COMPLEX_SCAFFOLD_ACTIVITY		21	0.26447752	0.8160966	0.69246864	0.84944654	1.0	2855	tags=24%, list=14%, signal=28%	
GO_NUCLEOTIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_NUCLEOTIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		19	0.27544838	0.81426555	0.67877626	0.8502122	1.0	5245	tags=37%, list=26%, signal=50%	
GO_QUINONE_BINDING	GO_QUINONE_BINDING		16	0.26597452	0.81251144	0.7558594	0.8510495	1.0	2443	tags=19%, list=12%, signal=21%	
GO_RETINOL_DEHYDROGENASE_ACTIVITY	GO_RETINOL_DEHYDROGENASE_ACTIVITY		17	0.30496043	0.8112994	0.72440946	0.8509652	1.0	4023	tags=24%, list=20%, signal=29%	
GO_PHOSPHOTYROSINE_BINDING	GO_PHOSPHOTYROSINE_BINDING		15	0.3112014	0.81078184	0.6909091	0.8496947	1.0	2250	tags=20%, list=11%, signal=22%	
GO_GLUTAMATE_RECEPTOR_BINDING	GO_GLUTAMATE_RECEPTOR_BINDING		35	0.21257642	0.8080486	0.73652697	0.8521491	1.0	5126	tags=31%, list=25%, signal=42%	
GO_COLLAGEN_BINDING	GO_COLLAGEN_BINDING		59	0.26229626	0.80644864	0.705653	0.8523767	1.0	4237	tags=22%, list=21%, signal=28%	
GO_CYSTEINE_TYPE_ENDOPEPTIDASE_REGULATOR_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS	GO_CYSTEINE_TYPE_ENDOPEPTIDASE_REGULATOR_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS		39	0.23317887	0.8051172	0.75614756	0.8523787	1.0	4832	tags=31%, list=24%, signal=40%	
GO_MONOSACCHARIDE_BINDING	GO_MONOSACCHARIDE_BINDING		61	0.22479393	0.80079436	0.7485605	0.85714555	1.0	4334	tags=23%, list=21%, signal=29%	
GO_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	GO_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY		17	0.30663002	0.7942577	0.7685009	0.8653947	1.0	3297	tags=29%, list=16%, signal=35%	
GO_PHOSPHORIC_DIESTER_HYDROLASE_ACTIVITY	GO_PHOSPHORIC_DIESTER_HYDROLASE_ACTIVITY		88	0.24021508	0.79179585	0.8333333	0.8671193	1.0	4821	tags=28%, list=24%, signal=37%	
GO_ANTIPORTER_ACTIVITY	GO_ANTIPORTER_ACTIVITY		70	0.22481477	0.79069346	0.74251497	0.8667442	1.0	2958	tags=11%, list=15%, signal=13%	
GO_SULFURIC_ESTER_HYDROLASE_ACTIVITY	GO_SULFURIC_ESTER_HYDROLASE_ACTIVITY		17	0.2829673	0.78878206	0.7251462	0.8677272	1.0	4401	tags=29%, list=22%, signal=37%	
GO_ENDORIBONUCLEASE_ACTIVITY	GO_ENDORIBONUCLEASE_ACTIVITY		43	0.2690314	0.78855526	0.7349624	0.8659273	1.0	7099	tags=53%, list=35%, signal=82%	
GO_TRANSLATION_REGULATOR_ACTIVITY_NUCLEIC_ACID_BINDING	GO_TRANSLATION_REGULATOR_ACTIVITY_NUCLEIC_ACID_BINDING		15	0.24246733	0.787939	0.71638656	0.86477375	1.0	5630	tags=33%, list=28%, signal=46%	
GO_CARBON_CARBON_LYASE_ACTIVITY	GO_CARBON_CARBON_LYASE_ACTIVITY		47	0.23140952	0.7836728	0.82945734	0.869426	1.0	4560	tags=26%, list=22%, signal=33%	
GO_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_BINDING	GO_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_BINDING		27	0.29217646	0.7803364	0.7790927	0.8726284	1.0	2196	tags=15%, list=11%, signal=17%	
GO_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		283	0.18461503	0.77983373	0.8464567	0.8711946	1.0	2860	tags=11%, list=14%, signal=13%	
GO_KINASE_INHIBITOR_ACTIVITY	GO_KINASE_INHIBITOR_ACTIVITY		85	0.19956997	0.779366	0.89440995	0.86978304	1.0	3087	tags=16%, list=15%, signal=19%	
GO_LYASE_ACTIVITY	GO_LYASE_ACTIVITY		157	0.19724964	0.7792314	0.8582677	0.8679461	1.0	5541	tags=31%, list=27%, signal=43%	
GO_PEPTIDE_HORMONE_RECEPTOR_BINDING	GO_PEPTIDE_HORMONE_RECEPTOR_BINDING		17	0.2798318	0.7729332	0.7773585	0.875091	1.0	1997	tags=12%, list=10%, signal=13%	
GO_LIPASE_ACTIVITY	GO_LIPASE_ACTIVITY		109	0.22062188	0.77183986	0.92941177	0.8745092	1.0	3612	tags=18%, list=18%, signal=22%	
GO_DIVALENT_INORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_DIVALENT_INORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		164	0.17646314	0.7704208	0.86012524	0.8744859	1.0	4528	tags=20%, list=22%, signal=26%	
GO_ACTININ_BINDING	GO_ACTININ_BINDING		28	0.29406306	0.7691239	0.78028744	0.87417483	1.0	4121	tags=25%, list=20%, signal=31%	
GO_HEPARIN_BINDING	GO_HEPARIN_BINDING		149	0.24950343	0.76701456	0.8846881	0.8749753	1.0	4583	tags=28%, list=23%, signal=35%	
GO_QUATERNARY_AMMONIUM_GROUP_BINDING	GO_QUATERNARY_AMMONIUM_GROUP_BINDING		47	0.21747005	0.7667276	0.76862746	0.87329036	1.0	3559	tags=13%, list=17%, signal=15%	
GO_BILE_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_BILE_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		15	0.30813035	0.76522684	0.78004074	0.87321204	1.0	46	tags=7%, list=0%, signal=7%	
GO_ELECTRON_CARRIER_ACTIVITY	GO_ELECTRON_CARRIER_ACTIVITY		105	0.21245313	0.757862	0.8057692	0.8811082	1.0	2406	tags=13%, list=12%, signal=15%	
GO_CYTOKINE_RECEPTOR_BINDING	GO_CYTOKINE_RECEPTOR_BINDING		238	0.2236374	0.757625	0.8687259	0.879312	1.0	3384	tags=17%, list=17%, signal=20%	
GO_FIBROBLAST_GROWTH_FACTOR_BINDING	GO_FIBROBLAST_GROWTH_FACTOR_BINDING		23	0.27579546	0.7572097	0.8827038	0.8778371	1.0	3943	tags=30%, list=19%, signal=38%	
GO_MONOOXYGENASE_ACTIVITY	GO_MONOOXYGENASE_ACTIVITY		87	0.23325728	0.7508527	0.8545082	0.884399	1.0	3046	tags=16%, list=15%, signal=19%	
GO_CHEMOKINE_BINDING	GO_CHEMOKINE_BINDING		16	0.3507935	0.74884754	0.7846154	0.88513225	1.0	2343	tags=25%, list=12%, signal=28%	
GO_COPPER_ION_BINDING	GO_COPPER_ION_BINDING		49	0.22531158	0.74801356	0.85971946	0.8841503	1.0	2098	tags=10%, list=10%, signal=11%	
GO_ION_ANTIPORTER_ACTIVITY	GO_ION_ANTIPORTER_ACTIVITY		46	0.21847169	0.7414635	0.86836934	0.8907505	1.0	2958	tags=11%, list=15%, signal=13%	
GO_GLYCOSAMINOGLYCAN_BINDING	GO_GLYCOSAMINOGLYCAN_BINDING		193	0.22811623	0.74087244	0.934334	0.8894987	1.0	4583	tags=24%, list=23%, signal=31%	
GO_CYCLIC_NUCLEOTIDE_BINDING	GO_CYCLIC_NUCLEOTIDE_BINDING		35	0.24190366	0.73871106	0.81376517	0.8900439	1.0	4799	tags=26%, list=24%, signal=34%	
GO_SERINE_TYPE_EXOPEPTIDASE_ACTIVITY	GO_SERINE_TYPE_EXOPEPTIDASE_ACTIVITY		18	0.30805156	0.7344158	0.8	0.8934306	1.0	4836	tags=39%, list=24%, signal=51%	
GO_GLYCOLIPID_BINDING	GO_GLYCOLIPID_BINDING		18	0.29134116	0.729453	0.88235295	0.8974832	1.0	5012	tags=39%, list=25%, signal=52%	
GO_DRUG_TRANSPORTER_ACTIVITY	GO_DRUG_TRANSPORTER_ACTIVITY		21	0.2754739	0.7258532	0.8636364	0.89962673	1.0	1973	tags=14%, list=10%, signal=16%	
GO_PROTEIN_LIPID_COMPLEX_BINDING	GO_PROTEIN_LIPID_COMPLEX_BINDING		24	0.22330411	0.72401404	0.8884381	0.899784	1.0	3580	tags=25%, list=18%, signal=30%	
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_CH_GROUP_OF_DONORS_NAD_OR_NADP_AS_ACCEPTOR	GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_CH_GROUP_OF_DONORS_NAD_OR_NADP_AS_ACCEPTOR		24	0.23800401	0.7235469	0.82397	0.898367	1.0	6488	tags=50%, list=32%, signal=73%	
GO_SERINE_HYDROLASE_ACTIVITY	GO_SERINE_HYDROLASE_ACTIVITY		201	0.19249457	0.7224031	0.95635676	0.89761376	1.0	2365	tags=10%, list=12%, signal=11%	
GO_PHOSPHOLIPASE_ACTIVITY	GO_PHOSPHOLIPASE_ACTIVITY		88	0.21086165	0.70928836	0.956778	0.9108762	1.0	3612	tags=18%, list=18%, signal=22%	
GO_FERROUS_IRON_BINDING	GO_FERROUS_IRON_BINDING		21	0.2620286	0.7075123	0.8171206	0.9107498	1.0	2360	tags=14%, list=12%, signal=16%	
GO_PROTEIN_KINASE_C_ACTIVITY	GO_PROTEIN_KINASE_C_ACTIVITY		16	0.26100895	0.7040612	0.8284519	0.91249275	1.0	3215	tags=25%, list=16%, signal=30%	
GO_CARBOXYPEPTIDASE_ACTIVITY	GO_CARBOXYPEPTIDASE_ACTIVITY		37	0.2604038	0.70240766	0.909465	0.91217774	1.0	5171	tags=30%, list=25%, signal=40%	
GO_HYDROGEN_EXPORTING_ATPASE_ACTIVITY	GO_HYDROGEN_EXPORTING_ATPASE_ACTIVITY		26	0.20556478	0.69496727	0.8560461	0.9176353	1.0	5924	tags=38%, list=29%, signal=54%	
GO_STEROID_HYDROXYLASE_ACTIVITY	GO_STEROID_HYDROXYLASE_ACTIVITY		26	0.22898574	0.68625444	0.9312377	0.9246778	1.0	3788	tags=23%, list=19%, signal=28%	
GO_LIGAND_GATED_CALCIUM_CHANNEL_ACTIVITY	GO_LIGAND_GATED_CALCIUM_CHANNEL_ACTIVITY		16	0.24492176	0.68548363	0.8687873	0.92344856	1.0	4430	tags=25%, list=22%, signal=32%	
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_CH_GROUP_OF_DONORS	GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_CH_GROUP_OF_DONORS		55	0.18809292	0.68040633	0.89035916	0.92630625	1.0	5647	tags=29%, list=28%, signal=40%	
GO_CARBOHYDRATE_KINASE_ACTIVITY	GO_CARBOHYDRATE_KINASE_ACTIVITY		19	0.25286263	0.67304164	0.8518519	0.931126	1.0	5874	tags=42%, list=29%, signal=59%	
GO_TRANSMEMBRANE_RECEPTOR_PROTEIN_KINASE_ACTIVITY	GO_TRANSMEMBRANE_RECEPTOR_PROTEIN_KINASE_ACTIVITY		76	0.21519327	0.67046326	0.94008267	0.9315851	1.0	3497	tags=21%, list=17%, signal=25%	
GO_CYTOKINE_RECEPTOR_ACTIVITY	GO_CYTOKINE_RECEPTOR_ACTIVITY		80	0.22517605	0.6665702	0.937247	0.93307436	1.0	4293	tags=23%, list=21%, signal=28%	
GO_SERINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY	GO_SERINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY		85	0.2264939	0.6634061	0.9401869	0.9339983	1.0	4263	tags=21%, list=21%, signal=27%	
GO_ANION_CATION_SYMPORTER_ACTIVITY	GO_ANION_CATION_SYMPORTER_ACTIVITY		52	0.19194652	0.66235405	0.9268775	0.9328651	1.0	160	tags=4%, list=1%, signal=4%	
GO_GLUTATHIONE_PEROXIDASE_ACTIVITY	GO_GLUTATHIONE_PEROXIDASE_ACTIVITY		15	0.2881831	0.66090393	0.9040307	0.93199736	1.0	1227	tags=13%, list=6%, signal=14%	
GO_AMMONIUM_ION_BINDING	GO_AMMONIUM_ION_BINDING		68	0.18340494	0.65776485	0.9270833	0.93251145	1.0	3907	tags=15%, list=19%, signal=18%	
GO_POTASSIUM_CHANNEL_REGULATOR_ACTIVITY	GO_POTASSIUM_CHANNEL_REGULATOR_ACTIVITY		42	0.19816133	0.63087684	0.97336066	0.9506431	1.0	2133	tags=12%, list=10%, signal=13%	
GO_INORGANIC_ANION_EXCHANGER_ACTIVITY	GO_INORGANIC_ANION_EXCHANGER_ACTIVITY		21	0.2137671	0.62808377	0.886	0.9504012	1.0	14282	tags=95%, list=70%, signal=319%	
GO_GROWTH_FACTOR_ACTIVITY	GO_GROWTH_FACTOR_ACTIVITY		145	0.18365923	0.627058	0.98203593	0.9490497	1.0	1984	tags=8%, list=10%, signal=9%	
GO_SECONDARY_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_SECONDARY_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		222	0.15905656	0.62693256	0.98373985	0.94705284	1.0	2958	tags=10%, list=15%, signal=11%	
GO_O_ACYLTRANSFERASE_ACTIVITY	GO_O_ACYLTRANSFERASE_ACTIVITY		43	0.17622985	0.6261938	0.95173746	0.94543856	1.0	4801	tags=23%, list=24%, signal=30%	
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_NH2_GROUP_OF_DONORS	GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_NH2_GROUP_OF_DONORS		16	0.23474036	0.6061103	0.9389313	0.9556768	1.0	2538	tags=19%, list=12%, signal=21%	
GO_MHC_PROTEIN_COMPLEX_BINDING	GO_MHC_PROTEIN_COMPLEX_BINDING		15	0.2958252	0.6032691	0.9124236	0.9550293	1.0	4298	tags=33%, list=21%, signal=42%	
GO_DEAMINASE_ACTIVITY	GO_DEAMINASE_ACTIVITY		32	0.18657236	0.6029972	0.9616935	0.9531427	1.0	2305	tags=13%, list=11%, signal=14%	
GO_HEPARAN_SULFATE_PROTEOGLYCAN_BINDING	GO_HEPARAN_SULFATE_PROTEOGLYCAN_BINDING		18	0.2268476	0.57855785	0.96385545	0.9636985	1.0	133	tags=6%, list=1%, signal=6%	
GO_PHOSPHATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_PHOSPHATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		29	0.16042234	0.55486614	0.964497	0.9715134	1.0	5245	tags=28%, list=26%, signal=37%	
GO_GLUCURONOSYLTRANSFERASE_ACTIVITY	GO_GLUCURONOSYLTRANSFERASE_ACTIVITY		19	0.15941258	0.37568432	1.0	0.9984959	1.0	6657	tags=47%, list=33%, signal=70%	
